Year,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,MSRP
2017,210,4,3,1,2,0,5,29,23,32550
2017,170,4,1,1,2,0,5,33,24,25975
2017,170,4,1,1,2,0,5,33,24,22450
1994,170,4,0,1,2,0,0,27,18,2000
1994,120,4,0,1,2,0,0,31,22,2000
1995,120,4,0,1,2,1,0,33,21,2000
1995,160,6,1,1,2,1,0,27,18,2000
1996,120,4,0,1,2,1,0,33,22,2000
1996,155,6,1,1,2,1,0,27,18,2000
2013,320,8,1,3,4,2,9,21,15,39030
2013,320,8,1,3,4,2,9,21,15,41675
2013,320,8,1,0,4,2,9,21,15,44580
2013,320,8,1,0,4,2,9,21,15,38625
2013,320,8,1,3,4,2,9,21,15,47885
2013,320,8,1,0,4,2,9,21,15,35980
2002,300,8,1,0,4,2,9,15,11,51785
2003,190,6,0,0,2,0,7,20,14,20745
2003,190,6,0,3,2,0,7,18,13,23745
2003,190,6,1,0,4,1,6,21,15,24695
2003,190,6,1,3,4,1,6,17,13,26695
2003,190,6,0,0,2,0,7,20,14,22845
2004,190,6,1,0,4,1,6,19,14,25230
2004,190,6,1,3,4,1,6,17,13,27230
2004,190,6,0,3,2,0,7,18,13,24055
2004,190,6,0,0,2,0,7,19,14,23255
2004,190,6,0,0,2,0,7,19,14,21055
2005,190,6,0,3,2,0,7,17,13,24305
2005,190,6,0,0,2,0,7,20,14,21305
2005,190,6,1,0,4,1,6,20,15,25480
2005,190,6,1,3,4,1,6,18,14,27480
2017,200,,2,1,4,0,4,110,128,40905
2017,200,,2,1,4,0,4,110,128,36620
2003,205,6,1,1,4,2,2,27,17,26695
2003,205,6,1,1,4,2,2,27,17,29670
2003,240,6,1,1,4,2,2,25,16,34020
2004,205,6,1,1,4,2,2,27,18,27185
2004,275,8,1,1,4,2,2,22,15,35270
2004,205,6,1,1,4,2,2,27,18,30035
2005,275,8,1,1,4,2,2,22,15,35585
2005,205,6,1,1,4,2,2,27,18,30350
2005,205,6,1,1,4,2,2,27,18,27965
2009,337,8,1,0,4,1,6,22,15,30995
2009,276,6,1,0,4,1,6,21,17,27995
2009,276,6,1,3,4,1,6,21,16,29995
2009,276,6,1,0,4,1,6,21,17,26245
2009,337,8,1,3,4,1,6,20,15,39995
2009,337,8,1,0,4,1,6,22,15,37995
2009,337,8,1,3,4,1,6,20,15,32995
2009,337,8,1,3,4,1,6,20,15,30995
2009,276,6,1,3,4,1,6,21,16,28295
2014,315,6,0,0,2,0,1,28,20,62100
2014,265,6,0,0,2,0,1,30,20,50400
2015,330,6,0,0,2,0,1,26,19,73500
2015,315,6,0,0,2,0,1,28,20,63300
2015,265,6,0,0,2,0,1,30,20,51400
2016,330,6,0,0,2,0,1,26,19,74600
2016,315,6,0,0,2,0,1,28,20,63900
2016,265,6,0,0,2,0,1,30,20,52100
2002,270,6,1,2,4,1,6,19,14,34745
2002,270,6,1,0,4,1,6,20,14,32215
2002,270,6,1,0,4,1,6,20,14,32660
2003,275,6,1,0,4,1,6,20,14,33395
2003,275,6,1,2,4,1,6,19,13,35345
2004,275,6,1,0,4,1,6,19,14,33920
2004,275,6,1,2,4,1,6,19,14,35870
1998,132,4,0,1,4,1,2,33,23,2000
1998,132,4,0,1,4,1,2,33,23,2000
1999,132,4,0,1,4,1,2,33,23,2000
1999,132,4,0,1,4,1,2,33,23,2000
2000,132,4,0,1,4,1,2,34,23,2000
1990,140,6,0,0,2,0,7,20,16,2000
1990,140,6,0,0,2,0,7,20,16,2000
1990,140,6,0,3,2,0,7,20,15,2000
1990,140,6,0,3,2,0,7,20,15,2000
1990,140,6,0,3,2,0,7,20,15,2000
1990,140,6,0,0,2,0,7,20,16,2000
1990,140,6,0,3,2,0,7,20,15,2000
1990,140,6,0,0,2,0,7,20,16,2000
1994,185,8,0,3,2,1,7,16,12,2308
1994,185,8,1,3,2,1,7,17,12,2585
1994,185,8,0,3,2,1,7,16,12,2396
1995,205,8,0,3,2,1,7,16,12,2620
1995,205,8,1,3,2,1,7,17,12,2872
1995,205,8,0,3,2,1,7,16,12,2474
1996,199,8,0,3,2,1,7,16,13,2774
1996,199,8,0,3,2,1,7,16,13,2996
1996,199,8,1,3,2,1,7,16,11,3248
2009,530,8,1,0,2,2,0,14,10,340990
2010,530,8,1,0,2,2,0,15,9,340990
1990,140,8,1,0,4,2,2,22,15,2000
1990,140,8,1,0,4,2,2,22,15,2000
1991,170,8,1,0,4,2,2,23,15,2000
1992,170,8,1,0,4,2,2,23,15,2000
2015,200,4,0,0,2,0,0,30,22,29490
2015,200,4,1,0,2,0,0,34,25,28795
2015,200,4,0,0,2,0,0,30,22,25695
2015,200,4,0,0,2,0,0,30,22,27695
2016,200,4,0,0,2,0,0,30,22,27395
2016,200,4,0,0,2,0,0,30,22,27690
2016,200,4,1,0,2,0,0,34,25,28495
2016,200,4,0,0,2,0,0,30,22,25395
2017,200,4,1,0,2,0,0,33,24,28745
2017,205,4,0,0,2,0,0,29,21,29695
2017,205,4,0,0,2,0,0,29,21,25495
2017,205,4,0,0,2,0,0,29,21,27645
2015,241,4,1,2,4,1,2,31,24,40400
2015,302,6,1,2,2,0,0,27,19,46050
2015,241,4,1,2,4,1,2,27,19,42575
2015,451,8,1,0,2,0,0,19,13,62950
2015,241,4,1,0,4,1,2,34,25,38400
2015,302,6,1,0,2,0,0,28,20,44050
2015,241,4,1,2,4,1,2,31,24,41050
2015,329,6,1,2,4,1,2,29,21,48590
2015,241,4,1,0,4,1,2,34,25,39050
2015,503,8,1,0,4,1,2,25,18,71900
2015,241,4,1,0,4,1,2,34,25,40575
2015,469,8,1,0,4,1,2,25,18,63900
2015,201,4,1,0,2,0,0,31,22,39400
2016,241,4,1,2,4,1,2,31,24,43125
2016,362,6,1,2,4,1,2,29,21,50800
2016,241,4,1,0,4,1,2,34,25,41125
2016,241,4,1,2,4,1,2,31,24,41275
2016,503,8,1,0,4,1,2,25,18,73250
2016,469,8,1,0,4,1,2,25,18,65250
2016,241,4,1,0,4,1,2,34,25,38950
2016,241,4,1,0,4,1,2,34,25,39275
2016,241,4,1,2,4,1,2,31,24,40950
2017,241,4,1,0,4,1,2,34,24,39850
2017,241,4,1,0,4,1,2,34,24,39500
2017,362,6,1,2,4,1,2,29,21,52000
2017,503,8,1,0,4,1,2,24,18,72800
2017,469,8,1,0,2,1,0,23,17,67000
2017,241,4,1,0,4,1,2,34,24,41675
2017,241,4,1,2,2,1,0,31,24,44650
2017,241,4,1,0,2,1,0,30,23,42650
2017,241,4,1,2,4,1,2,31,24,43675
2017,469,8,1,0,4,1,2,24,18,65200
2017,241,4,1,2,4,1,2,31,24,41500
2017,241,4,1,2,4,1,2,31,24,41850
2017,503,8,1,0,2,1,0,23,17,75000
2017,241,4,1,2,2,1,1,29,22,52900
2017,241,4,1,0,2,1,1,31,23,50900
2015,188,4,1,1,4,0,3,37,42,27170
2015,188,4,1,1,4,0,3,37,42,24170
2016,188,4,1,1,4,0,3,37,42,24170
2016,188,4,1,1,4,0,3,37,42,27170
2017,188,4,1,1,4,0,3,37,42,24120
2017,188,4,1,1,4,0,3,37,42,27120
2011,227,5,0,1,2,0,5,29,21,24700
2011,227,5,0,1,2,0,5,29,21,27100
2012,227,5,0,1,2,0,5,29,21,27450
2012,227,5,0,1,2,0,5,29,21,24950
2013,227,5,0,1,2,0,5,29,21,25500
2013,227,5,0,1,2,0,5,29,21,27850
1995,268,6,1,0,4,0,2,20,16,3555
1996,276,6,1,0,4,0,2,20,16,3996
1997,276,6,1,0,4,0,2,22,16,4330
1998,302,8,1,0,4,0,2,21,16,4472
1999,302,8,1,0,4,0,2,21,16,4661
2000,302,8,1,0,4,0,2,21,16,5739
2011,227,5,1,1,2,0,1,28,19,39950
2012,227,5,1,1,2,0,1,28,18,40450
2013,227,5,1,1,2,0,1,28,19,41200
2009,400,8,0,0,2,0,0,18,13,209990
2009,400,8,0,0,2,0,1,18,13,219990
2009,400,8,0,0,2,0,0,18,13,209990
1996,172,6,1,1,2,0,1,22,17,2631
1997,172,6,1,1,2,0,1,22,17,2837
1998,172,6,1,1,2,0,1,22,17,3137
1991,94,4,0,1,2,0,1,29,22,2000
1992,94,4,0,1,2,0,1,29,22,2000
1992,94,4,0,1,2,0,1,29,22,2000
1992,94,4,0,1,2,0,1,29,22,2000
1993,94,4,0,1,2,0,1,27,21,2000
1993,94,4,0,1,2,0,1,27,21,2000
2000,115,4,0,1,2,0,1,28,21,2473
2000,115,4,0,1,2,0,1,28,21,2568
2001,115,4,0,1,2,0,1,28,21,19600
2001,115,4,1,1,2,0,1,26,20,23175
2001,115,4,0,1,2,0,1,28,21,22300
2001,115,4,1,1,2,0,1,26,20,20475
2001,115,4,1,1,2,0,1,26,20,21475
2001,115,4,0,1,2,0,1,28,21,20600
2002,115,4,1,1,2,0,1,27,20,21475
2002,115,4,1,1,2,0,1,27,20,23175
2002,115,4,0,1,2,0,1,28,21,22300
2002,115,4,0,1,2,0,1,28,21,20600
2002,115,4,0,1,2,0,1,28,21,19600
2002,115,4,1,1,2,0,1,27,20,20475
2015,293,6,1,1,4,1,2,28,19,34900
2015,293,6,1,1,4,1,2,28,19,43800
2016,293,6,1,1,4,1,2,28,19,44090
2016,293,6,1,1,4,1,2,28,19,35990
2016,293,6,1,1,4,1,2,28,19,32990
2017,290,6,1,1,4,1,2,28,20,38990
2017,290,6,1,1,4,1,2,28,20,31990
2017,290,6,1,1,4,1,2,28,20,44390
2010,158,4,0,1,4,0,3,31,23,18740
2010,172,4,0,1,4,0,3,29,23,20555
2010,158,4,0,1,4,0,3,31,23,16880
2010,158,4,1,1,4,0,3,27,23,19995
2010,158,4,1,1,4,0,3,27,23,18060
2010,158,4,0,1,4,0,3,31,23,16975
2010,158,4,0,1,4,0,3,31,23,17995
2010,172,4,0,1,4,0,3,29,23,19995
2011,158,4,1,1,4,0,3,27,23,18620
2011,158,4,1,1,4,0,3,27,23,20585
2011,158,4,0,1,4,0,3,32,24,17380
2011,172,4,0,1,4,0,3,29,23,20585
2011,158,4,0,1,4,0,3,32,24,18585
2012,158,4,0,1,4,0,3,32,24,18730
2012,158,4,0,1,4,0,3,32,24,17380
2012,158,4,1,1,4,0,3,27,23,18765
2015,553,8,3,0,2,0,1,23,16,198973
2012,453,8,3,0,2,0,1,19,13,195840
2013,483,8,3,0,2,0,1,19,13,198190
2014,483,8,3,0,2,0,1,19,13,198190
2015,323,6,0,0,2,1,0,28,17,29205
2015,323,6,0,0,2,1,1,28,17,31205
2015,580,8,0,0,2,1,0,19,14,55505
2015,426,8,0,0,2,1,1,24,16,42405
2015,426,8,0,0,2,1,1,24,16,39505
2015,426,8,0,0,2,1,0,24,16,33505
2015,426,8,0,0,2,1,0,24,16,37305
2015,323,6,0,0,2,1,0,28,17,26005
2015,323,6,0,0,2,1,1,28,17,35105
2015,505,8,0,0,2,1,0,19,13,72305
2015,323,6,0,0,2,1,0,28,17,23705
2015,323,6,1,0,2,1,0,30,19,25145
2015,580,8,0,0,2,1,1,19,14,60705
2016,455,8,0,0,2,1,1,25,16,48300
2016,275,4,0,0,2,1,1,30,21,36800
2016,455,8,0,0,2,1,0,25,16,41300
2016,275,4,0,0,2,1,1,30,21,32700
2016,275,4,0,0,2,1,0,30,21,25700
2016,275,4,0,0,2,1,0,30,21,29800
2016,455,8,0,0,2,1,1,25,16,43300
2016,455,8,0,0,2,1,0,25,16,36300
2017,455,8,0,0,2,1,1,25,16,42905
2017,455,8,0,0,2,1,1,25,16,47905
2017,275,4,0,0,2,1,1,30,20,35605
2017,275,4,1,0,2,1,1,31,22,32600
2017,455,8,0,0,2,1,0,25,16,41905
2017,455,8,0,0,2,1,0,25,16,36905
2017,275,4,0,0,2,1,0,30,20,30405
2017,275,4,1,0,2,1,0,31,22,26600
2017,275,4,0,0,2,1,0,30,20,25905
2017,650,8,0,0,2,1,0,20,14,61140
2017,275,4,0,0,2,1,1,30,20,31905
2017,650,8,0,0,2,1,1,20,14,67140
2015,200,4,1,1,4,1,2,38,40,29980
2015,200,4,1,1,4,1,2,38,40,27995
2015,200,4,1,1,4,1,2,39,43,26790
2016,200,4,1,1,4,1,2,38,40,30140
2016,200,4,1,1,4,1,2,38,40,27995
2016,200,4,1,1,4,1,2,39,43,26790
2017,200,4,1,1,4,1,2,38,42,26790
2017,200,4,1,1,4,1,2,37,40,27995
2017,200,4,1,1,4,1,2,37,40,30140
2006,157,4,1,1,2,1,0,30,20,21855
2006,225,6,1,1,2,1,1,26,18,26940
2006,225,6,1,1,2,1,0,27,18,23355
2006,225,6,1,1,2,1,1,26,18,30210
2006,157,4,0,1,2,1,0,30,21,21025
2006,225,6,1,1,2,1,0,27,18,21860
2006,157,4,1,1,2,1,0,30,20,20360
2006,157,4,0,1,2,1,0,30,21,19530
2006,225,6,1,1,2,1,0,27,18,26405
2006,157,4,1,1,2,1,0,30,20,23405
2007,155,4,0,1,2,1,0,31,21,19930
2007,210,6,1,1,2,1,1,26,18,29460
2007,210,6,1,1,2,1,1,26,18,27190
2007,155,4,1,1,2,1,0,31,22,20760
2007,155,4,1,1,2,1,0,31,22,23030
2007,210,6,1,1,2,1,0,27,18,24530
2007,155,4,1,1,2,1,0,31,22,23905
2007,210,6,1,1,2,1,0,27,18,26905
2007,210,6,1,1,2,1,1,26,18,30460
2007,210,6,1,1,2,1,0,27,18,22260
2007,155,4,0,1,2,1,0,31,21,22200
2008,210,6,1,1,2,1,1,26,18,27440
2008,155,4,1,1,2,1,0,31,22,24155
2008,155,4,0,1,2,1,0,31,21,22450
2008,210,6,1,1,2,1,0,27,18,27155
2008,210,6,1,1,2,1,0,27,18,22510
2008,210,6,1,1,2,1,1,26,18,30710
2008,155,4,1,1,2,1,0,31,22,21010
2008,210,6,1,1,2,1,0,27,18,24780
2008,155,4,1,1,2,1,0,31,22,23280
2008,210,6,1,1,2,1,1,26,18,29710
2008,155,4,0,1,2,1,0,31,21,20180
2015,178,4,1,1,4,1,2,35,25,26150
2015,178,4,1,1,4,1,2,35,25,26150
2015,268,6,1,1,4,1,2,31,21,31370
2015,268,6,1,1,4,1,2,31,21,31370
2015,178,4,1,1,4,1,2,35,25,22970
2015,178,4,1,1,4,1,2,35,25,23840
2016,178,4,1,1,4,1,2,35,25,26310
2016,178,4,1,1,4,1,2,35,25,23840
2016,178,4,1,1,4,1,2,35,25,26310
2016,178,4,1,1,4,1,2,35,25,25715
2016,178,4,1,1,4,1,2,35,25,23070
2016,268,6,1,1,4,1,2,31,21,31370
2016,268,6,1,1,4,1,2,31,21,31370
2017,178,4,1,1,4,1,2,33,24,23070
2017,178,4,1,1,4,1,2,33,24,23840
2017,178,4,1,1,4,1,2,33,24,26310
2017,268,6,1,1,4,1,2,30,21,31370
2017,268,6,1,1,4,1,2,30,21,31370
2017,178,4,1,1,4,1,2,33,24,26310
2012,185,4,1,0,4,0,9,25,18,24685
2012,185,4,1,3,2,0,11,23,17,22385
2012,185,4,1,0,4,0,10,25,18,23040
2012,242,5,1,3,4,0,9,21,16,31790
2012,242,5,1,3,4,0,9,21,16,28610
2012,185,4,1,0,4,0,10,25,18,20840
2012,185,4,0,0,2,0,11,25,18,17490
2012,242,5,1,3,4,0,10,23,17,29145
2012,242,5,1,3,4,0,9,21,16,29125
2012,185,4,1,0,2,0,11,25,18,20455
2012,185,4,1,3,4,0,10,23,17,24435
2012,242,5,1,3,2,0,11,23,17,25305
2012,185,4,1,3,4,0,10,23,17,26485
2012,242,5,1,0,4,0,9,23,17,26470
2015,200,4,1,0,4,0,10,27,20,29730
2015,200,4,1,3,4,0,10,25,19,27935
2015,305,6,1,3,4,0,9,24,17,37250
2015,200,4,0,0,4,0,10,26,19,22650
2015,200,4,1,0,4,0,10,27,20,26595
2015,200,4,0,0,4,0,10,26,19,20995
2015,305,6,1,0,4,0,9,26,18,26725
2015,200,4,1,0,4,0,9,27,20,25205
2015,200,4,1,0,4,0,9,27,20,31650
2015,200,4,1,3,4,0,10,25,19,33855
2015,305,6,1,3,4,0,9,24,17,36950
2015,200,4,1,0,4,0,9,27,20,28535
2015,305,6,1,3,4,0,9,24,17,34310
2015,305,6,1,0,4,0,9,26,18,33420
2015,200,4,1,3,4,0,10,25,19,31145
2015,305,6,1,0,4,0,9,26,18,30055
2015,305,6,1,3,4,0,9,24,17,34010
2016,305,6,1,0,4,0,9,26,18,34280
2016,305,6,1,3,4,0,9,24,17,35020
2016,305,6,1,3,4,0,9,24,17,38110
2016,305,6,1,3,4,0,9,24,17,37810
2016,305,6,1,3,4,0,10,24,17,35665
2016,305,6,1,0,4,0,10,26,18,31540
2016,200,4,0,0,4,0,10,26,19,20955
2016,200,4,1,3,4,0,10,25,19,28595
2016,305,6,1,0,4,0,9,26,18,27385
2016,200,4,1,0,4,0,9,27,20,29245
2016,200,4,1,0,4,0,9,27,20,25865
2016,200,4,0,0,4,0,10,26,19,23310
2016,305,6,1,0,4,0,9,26,18,30765
2016,200,4,1,3,4,0,10,25,19,31855
2016,305,6,1,0,4,0,9,26,18,33460
2016,305,6,1,3,4,0,9,24,17,34720
2016,200,4,1,0,4,0,10,27,20,27305
1994,260,8,1,0,4,2,3,23,15,2000
1994,200,8,1,0,4,2,2,24,16,2000
1994,200,8,1,0,4,2,2,24,16,2000
1995,200,8,1,0,4,2,2,24,16,2000
1995,260,8,1,0,4,2,3,23,15,2000
1996,260,8,1,0,4,2,3,24,15,2000
1996,200,8,1,0,4,2,2,24,16,2000
2013,180,4,1,1,4,1,6,28,20,24155
2013,180,4,1,1,4,1,6,28,20,29615
2013,180,4,1,1,4,1,6,28,20,25770
2013,180,4,1,1,4,1,6,28,20,24940
2014,180,4,1,1,4,1,6,28,20,25145
2014,180,4,1,1,4,1,6,28,20,24360
2014,180,4,1,1,4,1,6,28,20,25975
2014,180,4,1,1,4,1,6,28,20,29495
2015,180,4,1,1,4,1,6,28,20,25985
2015,180,4,1,1,4,1,6,28,20,29505
2015,180,4,1,1,4,1,6,28,20,25155
2015,180,4,1,1,4,1,6,28,20,24370
2005,150,4,1,1,4,2,8,24,17,18380
2005,180,6,1,1,4,2,13,24,17,19835
2005,180,6,1,1,4,2,8,24,17,22225
2006,180,6,1,1,4,2,13,24,17,20130
2006,150,4,1,1,4,2,8,24,17,18630
2006,180,6,1,1,4,2,8,24,17,22520
2007,170,6,1,1,4,0,8,24,17,22995
2007,170,6,1,1,4,0,13,24,17,20555
2007,150,4,1,1,4,0,8,24,17,19055
2004,605,10,0,0,2,0,1,15,9,440000
2005,605,10,0,0,2,0,1,15,9,440000
2016,200,4,1,1,2,1,1,27,20,33065
2016,200,4,1,1,2,1,1,27,20,36065
2017,200,4,1,1,2,1,1,27,20,36065
2017,200,4,1,1,2,1,1,27,20,33065
2017,200,4,1,1,2,1,1,27,20,37065
1999,200,6,1,0,4,1,2,23,16,2066
2000,200,6,1,0,4,1,2,23,16,2103
2000,200,6,1,0,4,1,2,23,16,2241
2001,200,6,1,0,4,1,2,22,16,31305
2003,140,4,0,1,4,0,2,30,22,14230
2003,140,4,0,1,2,0,0,30,22,14030
2003,140,4,0,1,4,0,2,30,22,15730
2003,140,4,0,1,4,0,2,30,22,17030
2003,140,4,0,1,2,0,0,30,22,16830
2003,140,4,0,1,2,0,0,30,22,15530
2004,140,4,0,1,2,0,0,33,23,17410
2004,140,4,0,1,4,0,2,33,23,16105
2004,140,4,0,1,4,0,2,33,23,14435
2004,140,4,0,1,2,0,0,33,23,15905
2004,140,4,0,1,2,0,0,33,23,14235
2004,140,4,0,1,4,0,2,33,23,17610
2004,140,4,0,1,2,0,0,33,23,10135
2005,140,4,0,1,4,0,2,33,23,16290
2005,140,4,0,1,4,0,2,33,23,14610
2005,140,4,0,1,2,0,0,33,23,16090
2005,140,4,0,1,2,0,0,33,23,17510
2005,140,4,0,1,4,0,2,33,23,17710
2005,140,4,0,1,2,0,0,33,23,14410
2005,140,4,0,1,2,0,0,33,23,10325
2015,420,6,1,2,4,1,6,24,17,74100
2015,520,8,1,2,4,1,6,21,14,113600
2015,240,6,1,2,4,1,6,29,20,61700
2016,440,6,1,2,4,1,6,23,16,95500
2016,420,6,1,2,4,1,6,24,17,74800
2016,520,8,1,2,4,1,6,21,14,114700
2016,300,6,1,2,4,1,6,24,19,58300
2016,570,8,1,2,4,1,6,21,14,157300
2016,240,6,1,2,4,1,6,29,20,62300
2017,520,8,1,2,4,1,6,21,14,116500
2017,300,6,1,2,4,1,6,24,18,59600
2017,440,6,1,2,4,1,6,23,16,97200
2017,570,8,1,2,4,1,6,21,14,159600
2017,420,6,1,2,4,1,6,24,17,76200
2006,295,6,0,0,2,0,0,26,18,58900
2014,275,6,0,0,2,0,0,30,20,52600
2014,325,6,0,0,2,0,0,28,20,63800
2015,325,6,0,0,2,0,0,28,20,63800
2015,340,6,0,0,2,0,0,26,19,75200
2015,275,6,0,0,2,0,0,30,20,52600
2016,325,6,0,0,2,0,0,28,20,64100
2016,340,6,0,0,2,0,0,26,19,75200
2016,275,6,0,0,2,0,0,30,20,52600
2015,200,4,0,1,4,1,2,32,21,34275
2015,200,4,3,1,4,1,2,31,22,34095
2015,200,4,0,1,4,1,2,32,21,32995
2015,280,6,3,2,4,1,2,25,17,43575
2015,200,4,0,1,4,1,2,32,21,32995
2015,200,4,3,1,4,1,2,31,22,38085
2015,200,4,3,1,4,1,2,31,22,35375
2015,200,4,3,1,4,1,2,31,22,35375
2015,200,4,3,1,4,1,2,31,22,38085
2015,200,4,3,1,4,1,2,31,22,34095
2015,200,4,0,1,4,1,2,32,21,34275
2016,200,4,3,1,4,1,2,31,22,32670
2016,200,4,0,1,4,1,2,32,21,34655
2016,200,4,3,1,4,1,2,31,22,35755
2016,200,4,3,1,4,1,2,31,22,37820
2016,280,6,3,2,4,1,2,25,17,44355
2016,200,4,3,1,4,1,2,31,22,37820
2016,200,4,3,1,4,1,2,31,22,37820
2016,200,4,3,1,4,1,2,31,22,34475
2016,200,4,3,1,4,1,2,31,22,34475
2016,200,4,3,1,4,1,2,31,22,37820
2016,200,4,0,1,4,1,2,32,21,31570
2016,200,4,3,1,4,1,2,31,22,32670
2016,200,4,0,1,4,1,2,32,21,34655
2016,200,4,0,1,4,1,2,32,21,31570
2016,200,4,3,1,4,1,2,31,22,35755
2017,200,4,3,1,4,1,2,31,22,37820
2017,200,4,3,1,4,1,2,31,22,37820
2017,200,4,3,1,4,1,2,31,22,34475
2017,200,4,3,1,4,1,2,31,22,37820
2017,200,4,3,1,4,1,2,31,22,37820
2017,200,4,3,1,4,1,2,31,22,34475
1990,135,6,1,1,4,1,3,27,17,2000
1990,110,4,1,1,4,1,3,29,20,2000
2003,140,4,1,1,2,0,5,33,25,18140
2003,180,4,0,1,2,0,5,29,20,22005
2003,180,4,1,1,2,0,5,27,20,22705
2003,140,4,0,1,2,0,5,30,23,17340
2004,140,4,0,1,2,0,5,30,23,19535
2004,180,4,1,1,2,0,5,28,22,22935
2004,180,4,1,1,2,0,5,28,22,24810
2004,180,4,0,1,2,0,5,30,21,22235
2004,140,4,1,1,2,0,5,33,25,18370
2004,140,4,0,1,2,0,5,30,23,17570
2004,140,4,1,1,2,0,5,33,25,20335
2004,180,4,0,1,2,0,5,30,21,24110
2005,140,4,0,1,2,0,5,30,23,17670
2005,180,4,0,1,2,0,5,30,21,22335
2005,180,4,1,1,2,0,5,28,22,23035
2005,140,4,1,1,2,0,5,33,25,18470
2003,175,6,1,1,4,1,2,26,18,21235
2004,175,6,1,1,4,1,2,27,18,21815
2005,175,6,1,1,4,1,2,27,18,22040
2015,375,8,0,0,2,2,0,23,15,31995
2015,485,8,0,0,2,2,0,23,14,42595
2015,375,8,0,0,2,2,0,23,15,35795
2015,485,8,0,0,2,2,0,23,14,37995
2015,305,6,1,0,2,2,0,30,19,29995
2015,375,8,0,0,2,2,0,23,15,38795
2015,707,8,0,0,2,2,0,22,13,58295
2015,485,8,0,0,2,2,0,23,14,45695
2015,375,8,0,0,2,2,0,23,15,34995
2015,305,6,1,0,2,2,0,30,19,26995
2016,375,8,0,0,2,2,0,23,15,31995
2016,485,8,0,0,2,2,0,23,14,49195
2016,305,6,1,0,2,2,0,30,19,29995
2016,485,8,0,0,2,2,0,23,14,37995
2016,375,8,0,0,2,2,0,23,15,34995
2016,375,8,0,0,2,2,0,23,15,38995
2016,305,6,1,0,2,2,0,30,19,26995
2016,707,8,1,0,2,2,0,21,13,65945
2016,485,8,0,0,2,2,0,23,14,42795
2016,375,8,0,0,2,2,0,23,15,35995
2017,375,8,0,0,2,2,0,23,15,35890
2017,485,8,0,0,2,2,0,23,14,37995
2017,485,8,0,0,2,2,0,23,14,49195
2017,375,8,0,0,2,2,0,23,15,36890
2017,707,8,0,0,2,2,0,21,13,62495
2017,375,8,0,0,2,2,0,23,15,32890
2017,305,6,1,0,2,2,0,30,19,26995
2017,375,8,0,0,2,2,0,23,15,39890
2017,485,8,0,0,2,2,0,23,14,42795
2017,305,6,1,0,2,2,0,30,19,29995
2017,485,8,0,0,2,2,0,23,14,43995
2017,375,8,0,0,2,2,0,23,15,37390
2017,375,8,0,0,2,2,0,23,15,40140
2015,485,8,1,0,4,2,2,25,15,47995
2015,485,8,1,0,4,2,2,25,15,39995
2015,707,8,1,0,4,2,2,22,13,62295
2015,370,8,1,0,4,2,2,25,16,33595
2015,292,6,1,0,4,2,2,31,19,27995
2015,370,8,1,0,4,2,2,25,16,36595
2015,292,6,1,2,4,2,2,27,18,32995
2015,292,6,1,2,4,2,2,27,18,30995
2015,292,6,1,0,4,2,2,31,19,29995
2016,292,6,1,0,4,2,2,31,19,27995
2016,707,8,1,0,4,2,2,22,13,65945
2016,292,6,1,0,4,2,2,31,19,29995
2016,485,8,1,0,4,2,2,25,15,39995
2016,485,8,1,0,4,2,2,25,15,50995
2016,370,8,1,0,4,2,2,25,16,36895
2016,292,6,1,2,4,2,2,31,19,31995
2016,370,8,1,0,4,2,2,25,16,33895
2016,292,6,1,2,4,2,2,31,19,30245
2017,292,6,1,0,4,2,2,30,19,27995
2017,370,8,1,0,4,2,2,25,16,34790
2017,485,8,1,0,4,2,2,25,15,51145
2017,707,8,1,0,4,2,2,22,13,65945
2017,292,6,1,2,4,2,2,27,18,30245
2017,292,6,1,0,4,2,2,30,19,29995
2017,370,8,1,0,4,2,2,25,16,39890
2017,485,8,1,0,4,2,2,25,15,44995
2017,292,6,1,2,4,2,2,27,18,31995
2017,485,8,1,0,4,2,2,25,15,39995
1996,195,6,1,0,3,1,12,17,14,2000
1996,195,6,1,0,3,1,12,17,14,2000
1996,195,6,1,0,3,2,12,17,14,2000
1997,200,6,1,0,3,2,12,17,14,2000
1997,200,6,1,0,3,1,12,17,14,2000
1997,200,6,1,0,3,1,12,17,14,2000
1998,200,6,1,0,3,1,12,18,13,2050
1998,200,6,1,0,3,1,12,18,13,2052
1998,200,6,1,0,3,2,12,18,13,2116
1995,160,6,1,1,4,1,3,26,17,2000
1996,120,4,1,1,4,1,2,29,21,2000
1996,160,6,1,1,4,1,3,26,18,2000
1998,168,6,1,1,4,1,2,25,17,2107
1999,168,6,1,1,4,1,2,25,17,2202
2000,168,6,1,1,4,1,2,24,16,2373
2015,131,4,1,1,4,0,13,26,24,23515
2015,131,4,1,1,4,0,13,26,24,21955
2016,131,4,1,1,4,0,13,26,24,23515
2016,131,4,1,1,4,0,13,26,24,21955
2017,131,4,1,1,4,0,13,26,24,22405
2017,131,4,1,1,4,0,13,26,24,23515
1990,62,4,0,1,2,0,5,44,36,2000
1990,108,4,0,1,2,0,5,30,24,2000
1990,92,4,0,1,2,0,5,32,27,2000
1991,108,4,0,1,2,0,5,30,24,2000
1991,92,4,0,1,2,0,5,33,27,2000
